# All data is saved in rectangular format
# Each line has the form {frequency/time},data
#: characteristic_impedance = 50.000000
#: velocity_factor = 0.660000
#: new_trace = trace1
#: trace_color = 0xff5555
#: data_type = Reflection
2.010588,0.705061,-0.643207
2.021960,0.703029,-0.645620
2.033333,0.698239,-0.649585
2.044706,0.695531,-0.652861
2.056078,0.691357,-0.655453
2.067451,0.688865,-0.658942
2.078823,0.684658,-0.661517
2.090196,0.681610,-0.665010
2.101568,0.677705,-0.667327
2.112941,0.674516,-0.670669
2.124313,0.669886,-0.673851
2.135686,0.666926,-0.676847
2.147058,0.663477,-0.679708
2.158431,0.660292,-0.682664
2.169804,0.654939,-0.686133
2.181176,0.652555,-0.688311
2.192549,0.647996,-0.692063
2.203921,0.644771,-0.694588
2.215294,0.639931,-0.697375
2.226666,0.637218,-0.699468
2.238039,0.632155,-0.703069
2.249411,0.629842,-0.704970
2.260784,0.624689,-0.708390
2.272157,0.621482,-0.711076
2.283529,0.616987,-0.714249
2.294902,0.613752,-0.716854
2.306274,0.609583,-0.719287
2.317647,0.605743,-0.722185
2.329019,0.601327,-0.723949
2.340392,0.597348,-0.727419
2.351764,0.593918,-0.728989
2.363137,0.589614,-0.732384
2.374509,0.585111,-0.734103
2.385882,0.582320,-0.736909
2.397255,0.577213,-0.739393
2.408627,0.573942,-0.741890
2.420000,0.569093,-0.743575
2.431372,0.565599,-0.746584
2.442745,0.560541,-0.747988
2.454117,0.557376,-0.750615
2.465490,0.552919,-0.752592
2.476862,0.548488,-0.755449
2.488235,0.544402,-0.757155
2.499607,0.540134,-0.760255
2.510980,0.535845,-0.761686
2.522353,0.532028,-0.764234
2.533725,0.527169,-0.766060
2.545098,0.523320,-0.768553
2.556470,0.518684,-0.770452
2.567843,0.515274,-0.772634
2.579215,0.510401,-0.774462
2.590588,0.506575,-0.776945
2.601960,0.501579,-0.778302
2.613333,0.497032,-0.781926
2.624706,0.492810,-0.782279
2.636078,0.488774,-0.785752
2.647451,0.483516,-0.787010
2.658823,0.479000,-0.789301
2.670196,0.473846,-0.790467
2.681568,0.469317,-0.792999
2.692941,0.464865,-0.794107
2.704313,0.459181,-0.796790
2.715686,0.454416,-0.797606
2.727058,0.448956,-0.799511
2.738431,0.444833,-0.800149
2.749804,0.439323,-0.802952
2.761176,0.434487,-0.802635
2.772549,0.429527,-0.805070
2.783921,0.425123,-0.805414
2.795294,0.419665,-0.806619
2.806666,0.415392,-0.807462
2.818039,0.410048,-0.809126
2.829411,0.406180,-0.809092
2.840784,0.399992,-0.812156
2.852156,0.395854,-0.811631
2.863529,0.390212,-0.812728
2.874902,0.385726,-0.813207
2.886274,0.378991,-0.814730
2.897647,0.374994,-0.814550
2.909019,0.369113,-0.816632
2.920392,0.364185,-0.815888
2.931764,0.358819,-0.817557
2.943137,0.354515,-0.816684
2.954509,0.347976,-0.817171
2.965882,0.343137,-0.816586
2.977255,0.337893,-0.816942
2.988627,0.332052,-0.815387
3.000000,0.326874,-0.815963
#: selected_table = WithFrequency.Impedance
#: selected_chart = WithFrequency.Impedance
#: selected_trace = trace1
